,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
92,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/06/2010,21.0,119.5,100.0,0,,,1223.1304185509478,,4073.284709744466,,,,,
93,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/06/2010,21.0,119.5,200.0,0,,,0.0,,7940.151097980273,,,,,
94,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,5.0,1061.734102509358,,,3359.358674934665,,8069.570897812671,,,,,
95,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,30.0,0,,,4748.809706552711,,13848.373459159397,,,,,
96,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,50.0,0,,,7258.665226294308,,15579.544892092266,,,,,
97,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,80.0,0,,,0.0,,19208.735080414564,,,,,
98,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,100.0,0,,,1103.572238861656,,2955.8797818853263,,,,,
99,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/07/2010,21.0,119.0,200.0,0,,,0.0,,0.0,,,,,
100,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,5.0,2654.8704268893916,,,3375.4630973581475,,13090.160434983954,,,,,
101,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,15.0,1521.8321929547417,,,2281.9008333518777,,8097.571043645498,,,,,
102,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,30.0,0,,,4229.887014225355,,9474.6410806054,,,,,
103,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,50.0,0,,,2464.9082986082963,,22296.09123470306,,,,,
104,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,75.0,0,,,0.0,,6151.637942751482,,,,,
105,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,150.0,0,,,1543.4649331905748,,3504.000000000005,,,,,
106,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,118.0,200.0,0,,,0.0,,0.0,,,,,
107,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,5.0,1793.4313904901971,,,2045.6567674607254,,2187.5337740482396,,,,,
108,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,30.0,1590.6248642790295,,,2153.618468891981,,11454.622127146658,,,,,
109,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,50.0,1641.658300796774,,,0.0,,3865.527497332476,,,,,
110,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,75.0,0,,,1623.0083977770682,,1797.6070677774846,,,,,
111,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,100.0,0,,,0.0,,11305.682032817991,,,,,
112,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.6,200.0,0,,,1008.585608587327,,0.0,,,,,
113,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,5.0,0,,,1131.2574943465359,,13402.59107128698,,,,,
114,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,13.0,2308.8981032007473,,,1048.2497486988116,,4464.0882030557705,,,,,
115,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,34.0,6929.258559317198,,,0.0,,18958.971204919184,,,,,
116,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,47.0,0,,,2311.2458111045025,,10954.859438988287,,,,,
117,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,80.0,0,,,1041.532357862302,,5503.978984111802,,,,,
118,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,100.0,3949.660502492277,,,0.0,,7836.908333584374,,,,,
119,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,150.0,0,,,1478.5219178444133,,0.0,,,,,
120,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/08/2010,21.0,117.0,200.0,0,,,0.0,,0.0,,,,,
121,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,5.0,0,,,4340.070327330205,,11529.826363241025,,,,,
122,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,30.0,0,,,0.0,,16309.804936652017,,,,,
123,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,50.0,0,,,0.0,,15177.029104460187,,,,,
124,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,75.0,0,,,0.0,,19977.942874491036,,,,,
125,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,100.0,0,,,0.0,,0.0,,,,,
126,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,09/09/2010,21.0,116.5,200.0,0,,,0.0,,0.0,,,,,
127,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,5.0,7320.191820210703,,,3606.256872997176,,2860.729318813351,,,,,
128,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,21.0,5761.679140572408,,,4325.4248099687475,,1030.6821790330946,,,,,
129,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,57.0,3576.1932638596545,,,3027.113932566271,,2879.511166062975,,,,,
130,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,78.0,6007.22375579258,,,1458.5731907909544,,6482.264785177461,,,,,
131,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,134.0,3648.231701735447,,,1433.4375169927225,,0.0,,,,,
132,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,150.0,5472.33245485379,,,1140.5879181945202,,2879.511166062975,,,,,
133,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/03/2010,21.383333333333333,122.5,200.0,5854.157674722659,,,1324.124334330366,,0.0,,,,,
134,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,5.0,7701.695855294872,,,1272.518482560705,,0.0,,,,,
135,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,15.0,6493.532551776048,,,1847.0451100972198,,4797.276681142567,,,,,
136,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,50.0,10944.225012398556,,,3062.2260618985047,,1608.350753866502,,,,,
137,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,75.0,6486.417122755794,,,1416.8671081337561,,3620.668527657463,,,,,
138,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,100.0,3929.118520847696,,,1308.0633181270414,,0.0,,,,,
139,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,150.0,3469.309565282448,,,1340.382555239239,,0.0,,,,,
140,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,120.0,200.0,4854.160523925342,,,1659.5057707560118,,0.0,,,,,
141,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,5.0,5399.156762241474,,,837.8741020344943,,14402.927247083195,,,,,
142,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,15.0,6367.342653689886,,,2202.9577873903763,,3573.5903520479937,,,,,
143,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,50.0,9977.851323797111,,,3901.3055027113396,,3325.3913821230517,,,,,
144,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,75.0,5379.383793230634,,,4044.85895412798,,4108.791473810107,,,,,
145,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,100.0,10231.683050757923,,,4368.37267323959,,2681.0576192908175,,,,,
146,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,150.0,3921.495915146098,,,1136.973849915748,,1845.2820916414687,,,,,
147,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/04/2010,21.0,119.5,200.0,2663.9052083458096,,,2408.7250006857275,,3239.47600137021,,,,,
148,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/05/2010,21.0,119.0,5.0,4893.9532424807,,,4553.426277124103,,5090.539471826853,,,,,
149,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/05/2010,21.0,119.0,15.0,5778.233938796814,,,1006.1871507023903,,1347.866150876345,,,,,
150,"Takuhei Shiozaki et al., 2014. Continental Shelf Research",data shown in Figures 6 and 9,"data verified directly with Shiozaki. He also verified that all ""nan"" were ""below detection limit""",Y,Shiozaki 2014 (A1),qPCR,12/05/2010,21.0,119.0,50.0,3431.9067031956324,,,1523.3128879144897,,2275.132880483909,,,,,
